freq  i  field  SR124
7.0 4.88728 950.2505112 1.0923296439
7.0 4.85728 944.5418112 1.10684655013
7.0 4.82728 938.8331112 1.13104139385
7.0 4.79728 933.1244112 1.11168551887
7.0 4.76728 927.4157112 1.10749174596
7.0 4.73728 921.7070112 1.08265170641
7.0 4.70728 915.9983112 1.11749228137
7.0 4.67728 910.2896112 1.05394049187
7.0 4.64728 904.5809112 1.1162018897
7.0 4.61728 898.8722112 1.10394316888
7.0 4.58728 893.1635112 1.08103871683
7.0 4.55728 887.4548112 1.1181374772
7.0 4.52728 881.7461112 1.14362271258
7.0 4.49728 876.0374112 1.05232750229
7.0 4.46728 870.3287112 1.10684655013
7.0 4.43728 864.6200112 0.958774106577
7.0 4.40728 858.9113112 0.964580869069
7.0 4.37728 853.2026112 1.018777319
7.0 4.36176 850.2493104 0.979420373216
7.0 4.35913 849.7488477 0.878447225434
7.0 4.3565 849.248385 0.943612004514
7.0 4.35387 848.7479223 0.949741364922
7.0 4.35124 848.2474596 0.951354354504
7.0 4.34861 847.7469969 1.02297109191
7.0 4.34598 847.2465342 0.959096704493
7.0 4.34335 846.7460715 0.972968414892
7.0 4.34072 846.2456088 0.963935673237
7.0 4.33809 845.7451461 0.968129446148
7.0 4.33546 845.2446834 0.931675881613
7.0 4.33283 844.7442207 1.05103711062
7.0 4.3302 844.243758 1.01103496901
7.0 4.32757 843.7432953 0.956193323247
7.0 4.32494 843.2428326 0.912642604555
7.0 4.32231 842.7423699 0.881673204596
7.0 4.31968 842.2419072 0.946837983676
7.0 4.31705 841.7414445 0.864898112952
7.0 4.31442 841.2409818 1.014906144
7.0 4.31179 840.7405191 0.926514314953
7.0 4.30916 840.2400564 0.885866977507
7.0 4.30653 839.7395937 0.859091350459
7.0 4.3039 839.239131 1.00232482527
7.0 4.30127 838.7386683 0.872317865025
7.0 4.29864 838.2382056 0.917804171215
7.0 4.29601 837.7377429 0.901996873319
7.0 4.29338 837.2372802 0.85134900047
7.0 4.29075 836.7368175 0.889738152502
7.0 4.28812 836.2363548 0.885544379591
7.0 4.28549 835.7358921 0.872317865025
7.0 4.28286 835.2354294 0.866188504617
7.0 4.28023 834.7349667 0.872640462941
7.0 4.2776 834.234504 0.812959848437
7.0 4.27497 833.7340413 0.880060215015
7.0 4.27234 833.2335786 0.751343646436
7.0 4.26971 832.7331159 0.826186363003
7.0 4.26708 832.2326532 0.922965737875
7.0 4.26445 831.7321905 0.800055931788
7.0 4.26182 831.2317278 0.831993125496
7.0 4.25919 830.7312651 0.822315188008
7.0 4.25656 830.2308024 0.785539025557
7.0 4.25393 829.7303397 0.776828881819
7.0 4.2513 829.229877 0.855220175465
7.0 4.24867 828.7294143 0.808120879694
7.0 4.24604 828.2289516 0.827154156752
7.0 4.24341 827.7284889 0.81102426094
7.0 4.24078 827.2280262 0.725213215221
7.0 4.23815 826.7275635 0.73553634854
7.0 4.23552 826.2271008 0.709405917325
7.0 4.23289 825.7266381 0.760376388091
7.0 4.23026 825.2261754 0.750053254771
7.0 4.22763 824.7257127 0.669726373628
7.0 4.225 824.22525 0.677468723617
7.0 4.22237 823.7247873 0.687791856937
7.0 4.21974 823.2243246 0.68843705277
7.0 4.21711 822.7238619 0.688114454853
7.0 4.21448 822.2233992 0.637466582004
7.0 4.21185 821.7229365 0.578753761249
7.0 4.20922 821.2224738 0.611013552872
7.0 4.20659 820.7220111 0.65069309657
7.0 4.20396 820.2215484 0.696502000676
7.0 4.20133 819.7210857 0.671339363209
7.0 4.1987 819.220623 0.532944857143
7.0 4.19607 818.7201603 0.577463369584
7.0 4.19344 818.2196976 0.482942180126
7.0 4.19081 817.7192349 0.555849309196
7.0 4.18818 817.2187722 0.541977598798
7.0 4.18555 816.7183095 0.545848773792
7.0 4.18292 816.2178468 0.498749478022
7.0 4.18029 815.7173841 0.438423667685
7.0 4.17766 815.2169214 0.523266919656
7.0 4.17503 814.7164587 0.559075288358
7.0 4.1724 814.215996 0.463908903068
7.0 4.16977 813.7155333 0.418745194795
7.0 4.16714 813.2150706 0.445843419759
7.0 4.16451 812.7146079 0.373258888605
7.0 4.16188 812.2141452 0.330998561578
7.0 4.15925 811.7136825 0.378097857349
7.0 4.15662 811.2132198 0.374226682354
7.0 4.15399 810.7127571 0.326159592834
7.0 4.15136 810.2122944 0.339708705316
7.0 4.14873 809.7118317 0.26647897833
7.0 4.1461 809.211369 0.254865453346
7.0 4.14347 808.7109063 0.225831640884
7.0 4.14084 808.2104436 0.257768834592
7.0 4.13821 807.7099809 0.188410282601
7.0 4.13558 807.2095182 0.218734486727
7.0 4.13295 806.7090555 0.182603520108
7.0 4.13032 806.2085928 0.079049588996
7.0 4.12769 805.7081301 0.155182697228
7.0 4.12506 805.2076674 0.115180555615
7.0 4.12243 804.7072047 0.121632513939
7.0 4.1198 804.206742 0.0558225390268
7.0 4.11717 803.7062793 0.124213297269
7.0 4.11454 803.2058166 0.0209819640731
7.0 4.11191 802.7053539 0.00162608909886
7.0 4.10928 802.2048912 -0.0480539900018
7.0 4.10665 801.7044285 -0.103218233678
7.0 4.10402 801.2039658 -0.0264399296138
7.0 4.10139 800.7035031 -0.140639591962
7.0 4.09876 800.2030404 -0.140962189878
7.0 4.09613 799.7025777 -0.213869318948
7.0 4.0935 799.202115 -0.246129110572
7.0 4.09087 798.7016523 -0.292905808426
7.0 4.08824 798.2011896 -0.274195129285
7.0 4.08561 797.7007269 -0.279034098028
7.0 4.08298 797.2002642 -0.403879491612
7.0 4.08035 796.6998015 -0.390975574963
7.0 4.07772 796.1993388 -0.433881097822
7.0 4.07509 795.6988761 -0.473238043603
7.0 4.07246 795.1984134 -0.414847820764
7.0 4.06983 794.6979507 -0.443881633226
7.0 4.0672 794.197488 -0.653892876697
7.0 4.06457 793.6970253 -0.659054443357
7.0 4.06194 793.1965626 -0.673248751671
7.0 4.05931 792.6960999 -0.640666362131
7.0 4.05668 792.1956372 -0.726154809934
7.0 4.05405 791.6951745 -0.736155345337
7.0 4.05142 791.1947118 -0.856161770178
7.0 4.04879 790.6942491 -0.872614263906
7.0 4.04616 790.1937864 -0.983265349176
7.0 4.04353 789.6933237 -0.90745483886
7.0 4.0409 789.192861 -1.02778386162
7.0 4.03827 788.6923983 -1.17940488225
7.0 4.03564 788.1919356 -1.23134314676
7.0 4.03301 787.6914729 -1.21747143636
7.0 4.03038 787.1910102 -1.18585684057
7.0 4.02775 786.6905475 -1.22295560094
7.0 4.02512 786.1900848 -1.31618639873
7.0 4.02249 785.6896221 -1.31812198623
7.0 4.01986 785.1891594 -1.41457876319
7.0 4.01723 784.6886967 -1.50264799432
7.0 4.0146 784.188234 -1.65588200453
7.0 4.01197 783.6877713 -1.59684658586
7.0 4.00934 783.1873086 -1.64104250039
7.0 4.00671 782.6868459 -1.67943165242
7.0 4.00408 782.1863832 -1.84363399178
7.0 4.00145 781.6859205 -1.869764423
7.0 3.99882 781.1854578 -1.91783151252
7.0 3.99619 780.6849951 -1.91847670835
7.0 3.99356 780.1845324 -2.01719167072
7.0 3.99093 779.6840697 -2.16042514553
7.0 3.9883 779.183607 -2.09687335603
7.0 3.98567 778.6831443 -2.24817177875
7.0 3.98304 778.1826816 -2.21687978087
7.0 3.98041 777.6822189 -2.1975239059
7.0 3.97778 777.1817562 -2.27656039537
7.0 3.97515 776.6812935 -2.32204670156
7.0 3.97252 776.1808308 -2.42914920975
7.0 3.96989 775.6803681 -2.54818784085
7.0 3.96726 775.1799054 -2.53173534712
7.0 3.96463 774.6794427 -2.5333483367
7.0 3.962 774.17898 -2.55883357208
7.0 3.95937 773.6785173 -2.5988357137
7.0 3.95674 773.1780546 -2.66722647194
7.0 3.95411 772.6775919 -2.67722700734
7.0 3.95148 772.1771292 -2.6723880386
7.0 3.94885 771.6766665 -2.76626403222
7.0 3.94622 771.1762038 -2.75561830099
7.0 3.94359 770.6757411 -2.73110085935
7.0 3.94096 770.1752784 -2.77529677388
7.0 3.93833 769.6748157 -2.70851900522
7.0 3.9357 769.174353 -2.82110567798
7.0 3.93307 768.6738903 -2.82981582172
7.0 3.93044 768.1734276 -2.81110514258
7.0 3.92781 767.6729649 -2.77239339263
7.0 3.92518 767.1725022 -2.76755442389
7.0 3.92255 766.6720395 -2.74045619892
7.0 3.91992 766.1715768 -2.65077397821
7.0 3.91729 765.6711141 -2.63883785531
7.0 3.91466 765.1706514 -2.66174230736
7.0 3.91203 764.6701887 -2.54367147002
7.0 3.9094 764.169726 -2.50108854508
7.0 3.90677 763.6692633 -2.43463337433
7.0 3.90414 763.1688006 -2.37108158483
7.0 3.90151 762.6683379 -2.25365594332
7.0 3.89888 762.1678752 -2.08332424355
7.0 3.89625 761.6674125 -2.05622601858
7.0 3.89362 761.1669498 -1.96783418953
7.0 3.89099 760.6664871 -1.9791251166
7.0 3.88836 760.1660244 -1.73362810235
7.0 3.88573 759.6655617 -1.54329533176
7.0 3.8831 759.165099 -1.41586915485
7.0 3.88047 758.6646363 -1.2697322988
7.0 3.87784 758.1641736 -1.21521325095
7.0 3.87521 757.6637109 -1.07875433238
7.0 3.87258 757.1632482 -0.853903584764
7.0 3.86995 756.6627855 -0.603567601764
7.0 3.86732 756.1623228 -0.429687324911
7.0 3.86469 755.6618601 -0.323875208385
7.0 3.86206 755.1613974 -0.201610598131
7.0 3.85943 754.6609347 -0.0732166274684
7.0 3.8568 754.160472 0.142601378495
7.0 3.85417 753.6600093 0.386485403171
7.0 3.85154 753.1595466 0.550687742536
7.0 3.84891 752.6590839 0.721342040226
7.0 3.84628 752.1586212 0.812959848437
7.0 3.84365 751.6581585 0.936837448273
7.0 3.84102 751.1576958 1.23169194371
7.0 3.83839 750.6572331 1.47847934964
7.0 3.83576 750.1567704 1.68397422228
7.0 3.83313 749.6563077 1.61300268071
7.0 3.8305 749.155845 1.80914221378
7.0 3.82787 748.6553823 2.03657374473
7.0 3.82524 748.1549196 2.23497146321
7.0 3.82261 747.6544569 2.4114325234
7.0 3.81998 747.1539942 2.45304765459
7.0 3.81735 746.6535315 2.50950228993
7.0 3.81472 746.1530688 2.74015980004
7.0 3.81209 745.6526061 2.87532832695
7.0 3.80946 745.1521434 3.10437284748
7.0 3.80683 744.6516807 3.148568762
7.0 3.8042 744.151218 3.25857465144
7.0 3.80157 743.6507553 3.23276681814
7.0 3.79894 743.1502926 3.40793748666
7.0 3.79631 742.6498299 3.41213125957
7.0 3.79368 742.1493672 3.6114967718
7.0 3.79105 741.6489045 3.5737528156
7.0 3.78842 741.1484418 3.73118059873
7.0 3.78579 740.6479791 3.75311725703
7.0 3.78316 740.1475164 3.80795890279
7.0 3.78053 739.6470537 3.85731638398
7.0 3.7779 739.146591 3.90280269017
7.0 3.77527 738.6461283 3.93280429638
7.0 3.77264 738.1456656 3.95345056301
7.0 3.77001 737.6452029 4.04151979415
7.0 3.76738 737.1447402 4.01442156918
7.0 3.76475 736.6442775 3.97248384007
7.0 3.76212 736.1438148 3.99829167337
7.0 3.75949 735.6433521 4.04732655664
7.0 3.75686 735.1428894 4.09119987325
7.0 3.75423 734.6424267 4.02280911501
7.0 3.7516 734.141964 4.08958688367
7.0 3.74897 733.6415013 4.03345484624
7.0 3.74634 733.1410386 4.11894329404
7.0 3.74371 732.6405759 4.01216338377
7.0 3.74108 732.1401132 3.96570928383
7.0 3.73845 731.6396505 3.98506515881
7.0 3.73582 731.1391878 4.13087941695
7.0 3.73319 730.6387251 4.02248651709
7.0 3.73056 730.1382624 3.97667761298
7.0 3.72793 729.6377997 4.03022886708
7.0 3.7253 729.137337 3.94441782136
7.0 3.72267 728.6368743 3.8915117631
7.0 3.72004 728.1364116 3.88280161936
7.0 3.71741 727.6359489 3.84376727149
7.0 3.71478 727.1354862 3.82699217985
