freq  i  field  SR124
5.0 2.03856 408.1675824 -2.66948465735
5.0 2.03593 407.6671197 -2.39140525355
5.0 2.0333 407.166657 -2.1678448976
5.0 2.03067 406.6661943 -2.15171500179
5.0 2.02804 406.1657316 -1.83750463137
5.0 2.02541 405.6652689 -1.51587450888
5.0 2.02278 405.1648062 -1.24747304257
5.0 2.02015 404.6643435 -0.935520857573
5.0 2.01752 404.1638808 -0.608729168423
5.0 2.01489 403.6634181 -0.568081830977
5.0 2.01226 403.1629554 -0.288389437599
5.0 2.00963 402.6624927 0.117438741028
5.0 2.007 402.16203 0.400357113569
5.0 2.00437 401.6615673 0.772635108908
5.0 2.00174 401.1611046 1.11233071471
5.0 1.99911 400.6606419 1.12910580635
5.0 1.99648 400.1601792 1.46105906216
5.0 1.99385 399.6597165 1.73494469305
5.0 1.99122 399.1592538 2.00237836561
5.0 1.98859 398.6587911 2.34529995057
5.0 1.98596 398.1583284 2.37046258803
5.0 1.98333 397.6578657 2.55434340029
5.0 1.9807 397.157403 2.75241852086
5.0 1.97807 396.6569403 2.98404382472
5.0 1.97544 396.1564776 3.2398639723
5.0 1.97281 395.6560149 3.42019620747
5.0 1.97018 395.1555522 3.36761274713
5.0 1.96755 394.6550895 3.6511763155
5.0 1.96492 394.1546268 3.75021387578
5.0 1.96229 393.6541641 4.00635662128
5.0 1.95966 393.1537014 3.96958045883
5.0 1.95703 392.6532387 4.09184506908
5.0 1.9544 392.152776 4.18023689813
5.0 1.95177 391.6523133 4.18088209396
5.0 1.94914 391.1518506 4.25056324387
5.0 1.94651 390.6513879 4.32605115627
5.0 1.94388 390.1509252 4.36411771039
5.0 1.94125 389.6504625 4.38895774994
5.0 1.93862 389.1499998 4.3683114833
5.0 1.93599 388.6495371 4.37766682287
5.0 1.93336 388.1490744 4.41831416031
5.0 1.93073 387.6486117 4.43218587071
5.0 1.9281 387.148149 4.39734529576
5.0 1.92547 386.6476863 4.33347090834
5.0 1.92284 386.1472236 4.400248677
5.0 1.92021 385.6467609 4.37186006038
5.0 1.91758 385.1462982 4.277016273
5.0 1.91495 384.6458355 4.28024225216
5.0 1.91232 384.1453728 4.25249883137
5.0 1.90969 383.6449101 4.21765825641
5.0 1.90706 383.1444474 4.18378547521
5.0 1.90443 382.6439847 4.14087995235
5.0 1.9018 382.143522 4.09313546075
5.0 1.89917 381.6430593 4.06861801911
5.0 1.89654 381.1425966 4.02732548583
5.0 1.89391 380.6421339 4.03022886708
5.0 1.89128 380.1416712 3.95764433593
5.0 1.88865 379.6412085 3.80570071738
5.0 1.88602 379.1407458 3.84408986941
5.0 1.88339 378.6402831 3.76989234868
5.0 1.88076 378.1398204 3.73376138206
5.0 1.87813 377.6393577 3.70537276543
5.0 1.8755 377.138895 3.72311565082
5.0 1.87287 376.6384323 3.54504160106
5.0 1.87024 376.1379696 3.55504213646
5.0 1.86761 375.6375069 3.50471686153
5.0 1.86498 375.1370442 3.49374853238
5.0 1.86235 374.6365815 3.43697129912
5.0 1.85972 374.1361188 3.3353529555
5.0 1.85709 373.6356561 3.3769680867
5.0 1.85446 373.1351934 3.27664013475
5.0 1.85183 372.6347307 3.24179955979
5.0 1.8492 372.134268 3.18405453279
5.0 1.84657 371.6338053 3.14308459742
5.0 1.84394 371.1333426 3.10017907456
5.0 1.84131 370.6328799 3.00565788511
5.0 1.83868 370.1324172 3.03017532674
5.0 1.83605 369.6319545 3.03824027465
5.0 1.83342 369.1314918 3.01178724552
5.0 1.83079 368.6310291 2.94371908519
5.0 1.82816 368.1305664 2.81726070202
5.0 1.82553 367.6301037 2.81048614578
5.0 1.8229 367.129641 2.82209967077
5.0 1.82027 366.6291783 2.77370998333
5.0 1.81764 366.1287156 2.74661175837
5.0 1.81501 365.6282529 2.71693275007
5.0 1.81238 365.1277902 2.63434768352
5.0 1.80975 364.6273275 2.72725588339
5.0 1.80712 364.1268648 2.64660640433
5.0 1.80449 363.6264021 2.59144216066
5.0 1.80186 363.1259394 2.58853877941
5.0 1.79923 362.6254767 2.53982649406
5.0 1.7966 362.125014 2.54789144197
5.0 1.79397 361.6245513 2.44595050043
5.0 1.79134 361.1240886 2.45078946918
5.0 1.78871 360.6236259 2.36755920679
5.0 1.78608 360.1231632 2.40401277132
5.0 1.78345 359.6227005 2.40465796716
5.0 1.78082 359.1222378 2.27690919233
5.0 1.77819 358.6217751 2.24529459653
5.0 1.77556 358.1213124 2.26432787359
5.0 1.77293 357.6208497 2.35368749639
5.0 1.7703 357.120387 2.21174441325
5.0 1.76767 356.6199243 2.22013195907
5.0 1.76504 356.1194616 2.1352887071
5.0 1.76241 355.6189989 2.23755224654
5.0 1.75978 355.1185362 2.15658016957
5.0 1.75715 354.6180735 2.18367839453
5.0 1.75452 354.1176108 2.16335472581
5.0 1.75189 353.6171481 2.13948248001
5.0 1.74926 353.1166854 2.13109493419
5.0 1.74663 352.6162227 2.09722215298
5.0 1.744 352.11576 2.19851789868
5.0 1.74137 351.6152973 2.07722108217
5.0 1.73874 351.1148346 1.94689152401
5.0 1.73611 350.6143719 2.02625061141
5.0 1.73348 350.1139092 2.01270149893
5.0 1.73085 349.6134465 2.0578652072
5.0 1.72822 349.1129838 1.93882657611
5.0 1.72559 348.6125211 1.91979329905
5.0 1.72296 348.1120584 1.89398546575
5.0 1.72033 347.6115957 1.94140735944
5.0 1.7177 347.111133 1.86559684912
5.0 1.71507 346.6106703 1.83946641791
5.0 1.71244 346.1102076 1.8472087679
5.0 1.70981 345.6097449 1.84204720124
5.0 1.70718 345.1092822 1.89753404283
5.0 1.70455 344.6088195 1.90850237198
5.0 1.70192 344.1083568 1.8672098387
5.0 1.69929 343.6078941 1.83978901582
5.0 1.69666 343.1074314 1.88043635327
5.0 1.69403 342.6069687 1.86753243662
5.0 1.6914 342.106506 1.81591677002
5.0 1.68877 341.6060433 1.77107565966
5.0 1.68614 341.1055806 1.75042939303
5.0 1.68351 340.6051179 1.78075359715
5.0 1.68088 340.1046552 1.76946267008
5.0 1.67825 339.6041925 1.78043099924
5.0 1.67562 339.1037298 1.72655714722
5.0 1.67299 338.6032671 1.72526675556
5.0 1.67036 338.1028044 1.71526622016
5.0 1.66773 337.6023417 1.67171550146
5.0 1.6651 337.101879 1.76817227842
5.0 1.66247 336.6014163 1.77655982424
5.0 1.65984 336.1009536 1.67494148063
5.0 1.65721 335.6004909 1.69171657227
5.0 1.65458 335.1000282 1.60590552655
5.0 1.65195 334.5995655 1.70945945766
5.0 1.64932 334.0991028 1.67429628479
5.0 1.64669 333.5986401 1.70913685975
5.0 1.64406 333.0981774 1.66042457439
5.0 1.64143 332.5977147 1.6407461015
5.0 1.6388 332.097252 1.67365108896
5.0 1.63617 331.5967893 1.6288099786
5.0 1.63354 331.0963266 1.68978098477
5.0 1.63091 330.5958639 1.64429467858
5.0 1.62828 330.0954012 1.66010197648
5.0 1.62565 329.5949385 1.58654965158
5.0 1.62302 329.0944758 1.67655447021
5.0 1.62039 328.5940131 1.67461888271
5.0 1.61776 328.0935504 1.55590284953
5.0 1.61513 327.5930877 1.6068733203
5.0 1.6125 327.092625 1.62397100986
5.0 1.60987 326.5921623 1.59848577448
5.0 1.60724 326.0916996 1.62655179319
5.0 1.60461 325.5912369 1.59332420782
5.0 1.60198 325.0907742 1.55622544745
5.0 1.59935 324.5903115 1.60655072238
5.0 1.59672 324.0898488 1.52170747041
5.0 1.59409 323.5893861 1.52525604749
5.0 1.59146 323.0889234 1.52815942874
5.0 1.58883 322.5884607 1.58171068283
5.0 1.5862 322.087998 1.5830010745
5.0 1.58357 321.5875353 1.50009341002
5.0 1.58094 321.0870726 1.55396726204
5.0 1.57831 320.5866099 1.48073753505
